STATE|STATEFP|COUNTYFP|COUNTYNAME|PLACEFP|PLACENS|PLACENAME|TYPE|CLASSFP|FUNCSTAT
KS|20|089|Jewell County|58450|02396315|Randall city|INCORPORATED PLACE|C1|A
KS|20|089|Jewell County|76250|02397240|Webber city|INCORPORATED PLACE|C1|A
KS|20|091|Johnson County|07975|00485548|Bonner Springs city|INCORPORATED PLACE|C5|A
KS|20|091|Johnson County|17850|00485562|De Soto city|INCORPORATED PLACE|C5|A
KS|20|091|Johnson County|19825|00485565|Edgerton city|INCORPORATED PLACE|C5|A
KS|20|091|Johnson County|22700|00485573|Fairway city|INCORPORATED PLACE|C5|A
KS|20|091|Johnson County|25425|00485580|Gardner city|INCORPORATED PLACE|C5|A
KS|20|091|Johnson County|37975|00485605|Lake Quivira city|INCORPORATED PLACE|C5|A
KS|20|091|Johnson County|39075|00485611|Leawood city|INCORPORATED PLACE|C5|A
KS|20|091|Johnson County|39350|00485612|Lenexa city|INCORPORATED PLACE|C5|A
KS|20|091|Johnson County|46000|00485621|Merriam city|INCORPORATED PLACE|C5|A
KS|20|091|Johnson County|47225|00485623|Mission city|INCORPORATED PLACE|C5|A
KS|20|091|Johnson County|47350|00485624|Mission Hills city|INCORPORATED PLACE|C5|A
KS|20|091|Johnson County|47425|00485625|Mission Woods city|INCORPORATED PLACE|C5|A
KS|20|091|Johnson County|52575|00485633|Olathe city|INCORPORATED PLACE|C5|A
KS|20|091|Johnson County|53775|00485639|Overland Park city|INCORPORATED PLACE|C5|A
KS|20|091|Johnson County|57575|00485644|Prairie Village city|INCORPORATED PLACE|C5|A
KS|20|091|Johnson County|60825|00485646|Roeland Park city|INCORPORATED PLACE|C5|A
KS|20|091|Johnson County|64500|00485652|Shawnee city|INCORPORATED PLACE|C5|A
KS|20|091|Johnson County|67625|00485653|Spring Hill city|INCORPORATED PLACE|C5|A
KS|20|091|Johnson County|77500|00485660|Westwood city|INCORPORATED PLACE|C5|A
KS|20|091|Johnson County|77525|00485661|Westwood Hills city|INCORPORATED PLACE|C5|A
KS|20|093|Kearny County|17225|02394490|Deerfield city|INCORPORATED PLACE|C1|A
KS|20|093|Kearny County|38175|02395615|Lakin city|INCORPORATED PLACE|C1|A
KS|20|095|Kingman County|16775|02393696|Cunningham city|INCORPORATED PLACE|C1|A
KS|20|095|Kingman County|36950|00485602|Kingman city|INCORPORATED PLACE|C5|A
KS|20|095|Kingman County|49250|02806531|Murdock CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|095|Kingman County|49400|02395155|Nashville city|INCORPORATED PLACE|C1|A
KS|20|095|Kingman County|51600|02395275|Norwich city|INCORPORATED PLACE|C1|A
KS|20|095|Kingman County|55225|02396176|Penalosa city|INCORPORATED PLACE|C1|A
KS|20|095|Kingman County|67250|02395929|Spivey city|INCORPORATED PLACE|C1|A
KS|20|095|Kingman County|80925|02397400|Zenda city|INCORPORATED PLACE|C1|A
KS|20|097|Kiowa County|28675|00485585|Greensburg city|INCORPORATED PLACE|C1|A
KS|20|097|Kiowa County|30825|00485588|Haviland city|INCORPORATED PLACE|C1|A
KS|20|097|Kiowa County|49075|00485627|Mullinville city|INCORPORATED PLACE|C1|A
KS|20|099|Labette County|01550|02393933|Altamont city|INCORPORATED PLACE|C1|A
KS|20|099|Labette County|04350|02394072|Bartlett city|INCORPORATED PLACE|C1|A
KS|20|099|Labette County|12950|00485554|Chetopa city|INCORPORATED PLACE|C5|A
KS|20|099|Labette County|17675|02804492|Dennis CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|099|Labette County|19900|02394625|Edna city|INCORPORATED PLACE|C1|A
KS|20|099|Labette County|37375|02395576|Labette city|INCORPORATED PLACE|C1|A
KS|20|099|Labette County|48825|02395115|Mound Valley city|INCORPORATED PLACE|C1|A
KS|20|099|Labette County|53450|00485637|Oswego city|INCORPORATED PLACE|C5|A
KS|20|099|Labette County|54675|00485641|Parsons city|INCORPORATED PLACE|C5|A
KS|20|101|Lane County|18050|02394534|Dighton city|INCORPORATED PLACE|C1|A
KS|20|101|Lane County|31200|02629160|Healy CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|103|Leavenworth County|04400|02394073|Basehor city|INCORPORATED PLACE|C1|A
KS|20|103|Leavenworth County|07975|00485548|Bonner Springs city|INCORPORATED PLACE|C5|A
KS|20|103|Leavenworth County|17850|00485562|De Soto city|INCORPORATED PLACE|C5|A
KS|20|103|Leavenworth County|19600|02394611|Easton city|INCORPORATED PLACE|C1|A
KS|20|103|Leavenworth County|38650|00485607|Lansing city|INCORPORATED PLACE|C5|A
KS|20|103|Leavenworth County|39000|00485610|Leavenworth city|INCORPORATED PLACE|C5|A
KS|20|103|Leavenworth County|41475|02395727|Linwood city|INCORPORATED PLACE|C1|A
KS|20|103|Leavenworth County|70800|02397035|Tonganoxie city|INCORPORATED PLACE|C1|A
KS|20|105|Lincoln County|04225|02394062|Barnard city|INCORPORATED PLACE|C1|A
KS|20|105|Lincoln County|06500|02394158|Beverly city|INCORPORATED PLACE|C1|A
KS|20|105|Lincoln County|41300|02395714|Lincoln Center city|INCORPORATED PLACE|C1|A
KS|20|105|Lincoln County|69775|02396019|Sylvan Grove city|INCORPORATED PLACE|C1|A
KS|20|107|Linn County|07600|02394204|Blue Mound city|INCORPORATED PLACE|C1|A
KS|20|107|Linn County|12325|02804493|Centerville CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|107|Linn County|37575|02395564|La Cygne city|INCORPORATED PLACE|C1|A
KS|20|107|Linn County|41465|02395723|Linn Valley city|INCORPORATED PLACE|C1|A
KS|20|107|Linn County|48750|02395114|Mound City city|INCORPORATED PLACE|C1|A
KS|20|107|Linn County|54500|02396149|Parker city|INCORPORATED PLACE|C1|A
KS|20|107|Linn County|56450|02396236|Pleasanton city|INCORPORATED PLACE|C1|A
KS|20|107|Linn County|57650|02396271|Prescott city|INCORPORATED PLACE|C1|A
KS|20|109|Logan County|48025|02804494|Monument CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|109|Logan County|51825|02395293|Oakley city|INCORPORATED PLACE|C1|A
KS|20|109|Logan County|61875|02396457|Russell Springs city|INCORPORATED PLACE|C1|A
KS|20|109|Logan County|80075|02397350|Winona city|INCORPORATED PLACE|C1|A
KS|20|111|Lyon County|00325|02393883|Admire city|INCORPORATED PLACE|C1|A
KS|20|111|Lyon County|01275|02393921|Allen city|INCORPORATED PLACE|C1|A
KS|20|111|Lyon County|01675|02393946|Americus city|INCORPORATED PLACE|C1|A
KS|20|111|Lyon County|09675|02393479|Bushong city|INCORPORATED PLACE|C1|A
KS|20|111|Lyon County|21275|00485571|Emporia city|INCORPORATED PLACE|C5|A
KS|20|111|Lyon County|30475|02394308|Hartford city|INCORPORATED PLACE|C1|A
KS|20|111|Lyon County|49875|02395174|Neosho Rapids city|INCORPORATED PLACE|C1|A
KS|20|111|Lyon County|52800|02396061|Olpe city|INCORPORATED PLACE|C1|A
KS|20|111|Lyon County|58600|02396331|Reading city|INCORPORATED PLACE|C1|A
KS|20|113|McPherson County|10475|02393735|Canton city|INCORPORATED PLACE|C1|A
KS|20|113|McPherson County|20975|02804495|Elyria CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|113|McPherson County|25200|02394849|Galva city|INCORPORATED PLACE|C1|A
KS|20|113|McPherson County|34275|02395427|Inman city|INCORPORATED PLACE|C1|A
KS|20|113|McPherson County|41375|00485614|Lindsborg city|INCORPORATED PLACE|C5|A
KS|20|113|McPherson County|43950|00485617|McPherson city|INCORPORATED PLACE|C5|A
KS|20|113|McPherson County|44925|02395018|Marquette city|INCORPORATED PLACE|C1|A
KS|20|113|McPherson County|48800|02395116|Moundridge city|INCORPORATED PLACE|C1|A
KS|20|113|McPherson County|61550|02629176|Roxbury CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|113|McPherson County|79850|02397340|Windom city|INCORPORATED PLACE|C1|A
KS|20|115|Marion County|09450|02393471|Burns city|INCORPORATED PLACE|C1|A
KS|20|115|Marion County|19050|02394582|Durham city|INCORPORATED PLACE|C1|A
KS|20|115|Marion County|19700|02804496|Eastshore CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|115|Marion County|23600|00485574|Florence city|INCORPORATED PLACE|C5|A
KS|20|115|Marion County|26750|02394920|Goessel city|INCORPORATED PLACE|C1|A
KS|20|115|Marion County|32275|00485592|Hillsboro city|INCORPORATED PLACE|C5|A
KS|20|115|Marion County|39225|02395672|Lehigh city|INCORPORATED PLACE|C1|A
KS|20|115|Marion County|41325|02395715|Lincolnville city|INCORPORATED PLACE|C1|A
KS|20|115|Marion County|42825|02395768|Lost Springs city|INCORPORATED PLACE|C1|A
KS|20|115|Marion County|44750|00485619|Marion city|INCORPORATED PLACE|C5|A
KS|20|115|Marion County|55100|02396169|Peabody city|INCORPORATED PLACE|C1|A
KS|20|115|Marion County|55875|02804497|Pilsen CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|115|Marion County|58375|02396310|Ramona city|INCORPORATED PLACE|C1|A
KS|20|115|Marion County|70000|02396029|Tampa city|INCORPORATED PLACE|C1|A
KS|20|117|Marshall County|03600|02394045|Axtell city|INCORPORATED PLACE|C1|A
KS|20|117|Marshall County|04900|02394097|Beattie city|INCORPORATED PLACE|C1|A
KS|20|117|Marshall County|07650|02394205|Blue Rapids city|INCORPORATED PLACE|C1|A
KS|20|117|Marshall County|08300|02804498|Bremen CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|117|Marshall County|24275|02394806|Frankfort city|INCORPORATED PLACE|C1|A
KS|20|117|Marshall County|31425|02804499|Herkimer CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|117|Marshall County|32875|02629162|Home CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|117|Marshall County|45050|00485620|Marysville city|INCORPORATED PLACE|C5|A
KS|20|117|Marshall County|52525|02395312|Oketo city|INCORPORATED PLACE|C1|A
KS|20|117|Marshall County|68950|02396000|Summerfield city|INCORPORATED PLACE|C1|A
KS|20|117|Marshall County|73525|02397128|Vermillion city|INCORPORATED PLACE|C1|A
KS|20|117|Marshall County|75950|02397214|Waterville city|INCORPORATED PLACE|C1|A
KS|20|119|Meade County|24175|02394802|Fowler city|INCORPORATED PLACE|C1|A
KS|20|119|Meade County|45325|02395076|Meade city|INCORPORATED PLACE|C1|A
KS|20|119|Meade County|56100|02396219|Plains city|INCORPORATED PLACE|C1|A
KS|20|121|Miami County|09050|02629154|Bucyrus CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|121|Miami County|23650|02394782|Fontana city|INCORPORATED PLACE|C1|A
KS|20|121|Miami County|32300|02629161|Hillsdale CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|121|Miami County|42875|00485615|Louisburg city|INCORPORATED PLACE|C5|A
KS|20|121|Miami County|53225|00485635|Osawatomie city|INCORPORATED PLACE|C5|A
KS|20|121|Miami County|54250|00485640|Paola city|INCORPORATED PLACE|C5|A
KS|20|121|Miami County|66475|02806561|Somerset CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|121|Miami County|67625|00485653|Spring Hill city|INCORPORATED PLACE|C5|A
KS|20|123|Mitchell County|02600|02583497|Asherville CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|123|Mitchell County|05775|00485547|Beloit city|INCORPORATED PLACE|C5|A
KS|20|123|Mitchell County|11175|02393772|Cawker City city|INCORPORATED PLACE|C1|A
KS|20|123|Mitchell County|26500|02394910|Glen Elder city|INCORPORATED PLACE|C1|A
KS|20|123|Mitchell County|33525|02394450|Hunter city|INCORPORATED PLACE|C1|A
KS|20|123|Mitchell County|63650|02396561|Scottsville city|INCORPORATED PLACE|C1|A
KS|20|123|Mitchell County|65650|02395891|Simpson city|INCORPORATED PLACE|C1|A
KS|20|123|Mitchell County|70675|02397031|Tipton city|INCORPORATED PLACE|C1|A
KS|20|125|Montgomery County|10375|00485551|Caney city|INCORPORATED PLACE|C5|A
KS|20|125|Montgomery County|12925|00485553|Cherryvale city|INCORPORATED PLACE|C5|A
KS|20|125|Montgomery County|14600|00485556|Coffeyville city|INCORPORATED PLACE|C5|A
KS|20|125|Montgomery County|17150|02394479|Dearing city|INCORPORATED PLACE|C1|A
KS|20|125|Montgomery County|20250|02394647|Elk City city|INCORPORATED PLACE|C1|A
KS|20|125|Montgomery County|30700|02394324|Havana city|INCORPORATED PLACE|C1|A
KS|20|125|Montgomery County|33875|00485598|Independence city|INCORPORATED PLACE|C5|A
KS|20|125|Montgomery County|40250|02395701|Liberty city|INCORPORATED PLACE|C1|A
KS|20|125|Montgomery County|69725|02804501|Sycamore CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|125|Montgomery County|71925|02397076|Tyro city|INCORPORATED PLACE|C1|A
KS|20|125|Montgomery County|76175|02804502|Wayside CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|127|Morris County|09300|02804503|Burdick CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|127|Morris County|15925|00485560|Council Grove city|INCORPORATED PLACE|C5|A
KS|20|127|Morris County|18950|02394578|Dunlap city|INCORPORATED PLACE|C1|A
KS|20|127|Morris County|19125|02394583|Dwight city|INCORPORATED PLACE|C1|A
KS|20|127|Morris County|31400|00485590|Herington city|INCORPORATED PLACE|C5|A
KS|20|127|Morris County|38800|02395641|Latimer city|INCORPORATED PLACE|C1|A
KS|20|127|Morris County|54575|02396153|Parkerville city|INCORPORATED PLACE|C1|A
KS|20|127|Morris County|77825|02397300|White City city|INCORPORATED PLACE|C1|A
KS|20|127|Morris County|79650|02397331|Wilsey city|INCORPORATED PLACE|C1|A
KS|20|129|Morton County|20350|02394655|Elkhart city|INCORPORATED PLACE|C1|A
KS|20|129|Morton County|59200|02396363|Richfield city|INCORPORATED PLACE|C1|A
KS|20|129|Morton County|60900|02396419|Rolla city|INCORPORATED PLACE|C1|A
KS|20|131|Nemaha County|03675|02629152|Baileyville CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|131|Nemaha County|06275|02394147|Bern city|INCORPORATED PLACE|C1|A
KS|20|131|Nemaha County|12425|02393790|Centralia city|INCORPORATED PLACE|C1|A
KS|20|131|Nemaha County|15725|02393637|Corning city|INCORPORATED PLACE|C1|A
KS|20|131|Nemaha County|26775|02394921|Goff city|INCORPORATED PLACE|C1|A
KS|20|131|Nemaha County|36375|02804516|Kelly CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|131|Nemaha County|52900|02396068|Oneida city|INCORPORATED PLACE|C1|A
KS|20|131|Nemaha County|62025|00485648|Sabetha city|INCORPORATED PLACE|C5|A
KS|20|131|Nemaha County|62075|02804517|St. Benedict CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|131|Nemaha County|63950|00485651|Seneca city|INCORPORATED PLACE|C5|A
KS|20|131|Nemaha County|77550|02397289|Wetmore city|INCORPORATED PLACE|C1|A
KS|20|133|Neosho County|12500|00485552|Chanute city|INCORPORATED PLACE|C5|A
KS|20|133|Neosho County|19275|02394592|Earlton city|INCORPORATED PLACE|C1|A
KS|20|133|Neosho County|21500|02394698|Erie city|INCORPORATED PLACE|C1|A
KS|20|133|Neosho County|25150|02394843|Galesburg city|INCORPORATED PLACE|C1|A
KS|20|133|Neosho County|62500|02396514|St. Paul city|INCORPORATED PLACE|C1|A
KS|20|133|Neosho County|66800|02806563|South Mound CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|133|Neosho County|68025|02395957|Stark city|INCORPORATED PLACE|C1|A
KS|20|133|Neosho County|70300|02396047|Thayer city|INCORPORATED PLACE|C1|A
KS|20|133|Neosho County|72600|02806576|Urbana CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|135|Ness County|04775|02394091|Bazine city|INCORPORATED PLACE|C1|A
KS|20|135|Ness County|08675|02393437|Brownell city|INCORPORATED PLACE|C1|A
KS|20|135|Ness County|49925|02395176|Ness City city|INCORPORATED PLACE|C1|A
KS|20|135|Ness County|58500|02396321|Ransom city|INCORPORATED PLACE|C1|A
KS|20|135|Ness County|72650|02397105|Utica city|INCORPORATED PLACE|C1|A
KS|20|137|Norton County|01425|02393927|Almena city|INCORPORATED PLACE|C1|A
KS|20|137|Norton County|13675|02393549|Clayton city|INCORPORATED PLACE|C1|A
KS|20|137|Norton County|19875|02394623|Edmond city|INCORPORATED PLACE|C1|A
KS|20|137|Norton County|39400|02395677|Lenora city|INCORPORATED PLACE|C1|A
KS|20|137|Norton County|51500|00485631|Norton city|INCORPORATED PLACE|C5|A
KS|20|139|Osage County|09350|02393468|Burlingame city|INCORPORATED PLACE|C1|A
KS|20|139|Osage County|10600|02393740|Carbondale city|INCORPORATED PLACE|C1|A
KS|20|139|Osage County|43350|02395792|Lyndon city|INCORPORATED PLACE|C1|A
KS|20|139|Osage County|45700|02395090|Melvern city|INCORPORATED PLACE|C1|A
KS|20|139|Osage County|52700|02396055|Olivet city|INCORPORATED PLACE|C1|A
KS|20|139|Osage County|53200|00485634|Osage City city|INCORPORATED PLACE|C5|A
KS|20|139|Osage County|53725|02396111|Overbrook city|INCORPORATED PLACE|C1|A
KS|20|139|Osage County|58100|02396299|Quenemo city|INCORPORATED PLACE|C1|A
KS|20|139|Osage County|63675|02396563|Scranton city|INCORPORATED PLACE|C1|A
KS|20|139|Osage County|73450|02629180|Vassar CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|141|Osborne County|01600|02393938|Alton city|INCORPORATED PLACE|C1|A
KS|20|141|Osborne County|18500|02394559|Downs city|INCORPORATED PLACE|C1|A
KS|20|141|Osborne County|49425|02395159|Natoma city|INCORPORATED PLACE|C1|A
KS|20|141|Osborne County|53325|00485636|Osborne city|INCORPORATED PLACE|C5|A
KS|20|141|Osborne County|57100|02396258|Portis city|INCORPORATED PLACE|C1|A
KS|20|143|Ottawa County|00225|02583496|Ada CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|143|Ottawa County|06075|02394136|Bennington city|INCORPORATED PLACE|C1|A
KS|20|143|Ottawa County|16700|02393693|Culver city|INCORPORATED PLACE|C1|A
KS|20|143|Ottawa County|17600|02394510|Delphos city|INCORPORATED PLACE|C1|A
KS|20|143|Ottawa County|47075|00485622|Minneapolis city|INCORPORATED PLACE|C5|A
KS|20|143|Ottawa County|50600|02804526|Niles CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|143|Ottawa County|70250|02396044|Tescott city|INCORPORATED PLACE|C1|A
KS|20|143|Ottawa County|76550|02804518|Wells CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|145|Pawnee County|09275|02393467|Burdett city|INCORPORATED PLACE|C1|A
KS|20|145|Pawnee County|25750|02394855|Garfield city|INCORPORATED PLACE|C1|A
KS|20|145|Pawnee County|38700|00485608|Larned city|INCORPORATED PLACE|C5|A
KS|20|145|Pawnee County|61600|02396445|Rozel city|INCORPORATED PLACE|C1|A
KS|20|147|Phillips County|00550|02393891|Agra city|INCORPORATED PLACE|C1|A
KS|20|147|Phillips County|26325|02394906|Glade city|INCORPORATED PLACE|C1|A
KS|20|147|Phillips County|37275|02395551|Kirwin city|INCORPORATED PLACE|C1|A
KS|20|147|Phillips County|42100|02395745|Logan city|INCORPORATED PLACE|C1|A
KS|20|147|Phillips County|42600|02395755|Long Island city|INCORPORATED PLACE|C1|A
KS|20|147|Phillips County|55675|00485642|Phillipsburg city|INCORPORATED PLACE|C5|A
KS|20|147|Phillips County|57525|02396268|Prairie View city|INCORPORATED PLACE|C1|A
KS|20|147|Phillips County|67175|02395924|Speed city|INCORPORATED PLACE|C1|A
KS|20|147|Phillips County|68750|02804527|Stuttgart CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|147|Phillips County|80400|02804528|Woodruff CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|149|Pottawatomie County|05925|02394129|Belvue city|INCORPORATED PLACE|C1|A
KS|20|149|Pottawatomie County|21100|02394690|Emmett city|INCORPORATED PLACE|C1|A
KS|20|149|Pottawatomie County|30775|02394327|Havensville city|INCORPORATED PLACE|C1|A
KS|20|149|Pottawatomie County|42925|02395771|Louisville city|INCORPORATED PLACE|C1|A
KS|20|149|Pottawatomie County|44250|00485618|Manhattan city|INCORPORATED PLACE|C5|A
KS|20|149|Pottawatomie County|52825|02396062|Olsburg city|INCORPORATED PLACE|C1|A
KS|20|149|Pottawatomie County|52875|02396065|Onaga city|INCORPORATED PLACE|C1|A
KS|20|149|Pottawatomie County|62200|02396491|St. George city|INCORPORATED PLACE|C1|A
KS|20|149|Pottawatomie County|62400|02396507|St. Marys city|INCORPORATED PLACE|C1|A
KS|20|149|Pottawatomie County|75325|02397188|Wamego city|INCORPORATED PLACE|C1|A
KS|20|149|Pottawatomie County|77200|02397281|Westmoreland city|INCORPORATED PLACE|C1|A
KS|20|149|Pottawatomie County|77700|02397297|Wheaton city|INCORPORATED PLACE|C1|A
KS|20|151|Pratt County|09800|02393485|Byers city|INCORPORATED PLACE|C1|A
KS|20|151|Pratt County|14525|02393580|Coats city|INCORPORATED PLACE|C1|A
KS|20|151|Pratt County|16675|02393692|Cullison city|INCORPORATED PLACE|C1|A
KS|20|151|Pratt County|34625|02395445|Iuka city|INCORPORATED PLACE|C1|A
KS|20|151|Pratt County|57625|00485645|Pratt city|INCORPORATED PLACE|C5|A
KS|20|151|Pratt County|57675|02396274|Preston city|INCORPORATED PLACE|C1|A
KS|20|151|Pratt County|63275|02396547|Sawyer city|INCORPORATED PLACE|C1|A
KS|20|153|Rawlins County|03150|02394021|Atwood city|INCORPORATED PLACE|C1|A
KS|20|153|Rawlins County|31475|02394363|Herndon city|INCORPORATED PLACE|C1|A
KS|20|153|Rawlins County|43175|02804529|Ludell CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|153|Rawlins County|43750|02395064|McDonald city|INCORPORATED PLACE|C1|A
KS|20|155|Reno County|00100|02393875|Abbyville city|INCORPORATED PLACE|C1|A
KS|20|155|Reno County|02325|02393987|Arlington city|INCORPORATED PLACE|C1|A
KS|20|155|Reno County|09200|02393460|Buhler city|INCORPORATED PLACE|C1|A
KS|20|155|Reno County|30725|02394326|Haven city|INCORPORATED PLACE|C1|A
KS|20|155|Reno County|33625|00485597|Hutchinson city|INCORPORATED PLACE|C5|A
KS|20|155|Reno County|38500|02395630|Langdon city|INCORPORATED PLACE|C1|A
KS|20|155|Reno County|50525|00485630|Nickerson city|INCORPORATED PLACE|C5|A
KS|20|155|Reno County|54700|02396158|Partridge city|INCORPORATED PLACE|C1|A
KS|20|155|Reno County|56725|02396238|Plevna city|INCORPORATED PLACE|C1|A
KS|20|155|Reno County|57700|02396275|Pretty Prairie city|INCORPORATED PLACE|C1|A
KS|20|155|Reno County|66750|02395917|South Hutchinson city|INCORPORATED PLACE|C1|A
KS|20|155|Reno County|69800|02396021|Sylvia city|INCORPORATED PLACE|C1|A
KS|20|155|Reno County|70357|02798082|The Highlands city|INCORPORATED PLACE|C1|A
KS|20|155|Reno County|71800|02397069|Turon city|INCORPORATED PLACE|C1|A
KS|20|155|Reno County|79425|02397326|Willowbrook city|INCORPORATED PLACE|C1|A
KS|20|155|Reno County|80750|02629189|Yoder CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|157|Republic County|00475|02393890|Agenda city|INCORPORATED PLACE|C1|A
KS|20|157|Republic County|05600|00485546|Belleville city|INCORPORATED PLACE|C5|A
KS|20|157|Republic County|16025|02393655|Courtland city|INCORPORATED PLACE|C1|A
KS|20|157|Republic County|16625|02393691|Cuba city|INCORPORATED PLACE|C1|A
KS|20|157|Republic County|49150|02395139|Munden city|INCORPORATED PLACE|C1|A
KS|20|157|Republic County|49350|02395151|Narka city|INCORPORATED PLACE|C1|A
KS|20|157|Republic County|51550|02804530|Norway CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|157|Republic County|59000|02396353|Republic city|INCORPORATED PLACE|C1|A
KS|20|157|Republic County|63350|02396549|Scandia city|INCORPORATED PLACE|C1|A
KS|20|159|Rice County|00950|02393912|Alden city|INCORPORATED PLACE|C1|A
KS|20|159|Rice County|09700|02393480|Bushton city|INCORPORATED PLACE|C1|A
KS|20|159|Rice County|12650|02393808|Chase city|INCORPORATED PLACE|C1|A
KS|20|159|Rice County|24550|02394814|Frederick city|INCORPORATED PLACE|C1|A
KS|20|159|Rice County|26075|02394873|Geneseo city|INCORPORATED PLACE|C1|A
KS|20|159|Rice County|41575|02395735|Little River city|INCORPORATED PLACE|C1|A
KS|20|159|Rice County|43525|00485616|Lyons city|INCORPORATED PLACE|C5|A
KS|20|159|Rice County|58550|02396327|Raymond city|INCORPORATED PLACE|C1|A
KS|20|159|Rice County|68200|00485654|Sterling city|INCORPORATED PLACE|C5|A
KS|20|161|Riley County|03800|02804655|Bala CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|161|Riley County|23975|02393004|Fort Riley CDP|CENSUS DESIGNATED PLACE|M2|S
KS|20|161|Riley County|36200|02804656|Keats CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|161|Riley County|39500|02395682|Leonardville city|INCORPORATED PLACE|C1|A
KS|20|161|Riley County|44250|00485618|Manhattan city|INCORPORATED PLACE|C5|A
KS|20|161|Riley County|52275|02395307|Ogden city|INCORPORATED PLACE|C1|A
KS|20|161|Riley County|58475|02396318|Randolph city|INCORPORATED PLACE|C1|A
KS|20|161|Riley County|59875|02396376|Riley city|INCORPORATED PLACE|C1|A
KS|20|161|Riley County|80875|02804661|Zeandale CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|163|Rooks County|14575|02804531|Codell CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|163|Rooks County|16975|02393710|Damar city|INCORPORATED PLACE|C1|A
KS|20|163|Rooks County|54125|02396127|Palco city|INCORPORATED PLACE|C1|A
KS|20|163|Rooks County|56150|02396222|Plainville city|INCORPORATED PLACE|C1|A
KS|20|163|Rooks County|68350|02395974|Stockton city|INCORPORATED PLACE|C1|A
KS|20|163|Rooks County|80450|02397374|Woodston city|INCORPORATED PLACE|C1|A
KS|20|163|Rooks County|81025|02397404|Zurich city|INCORPORATED PLACE|C1|A
KS|20|165|Rush County|01050|02393916|Alexander city|INCORPORATED PLACE|C1|A
KS|20|165|Rush County|06950|02394177|Bison city|INCORPORATED PLACE|C1|A
KS|20|165|Rush County|37500|02395563|La Crosse city|INCORPORATED PLACE|C1|A
KS|20|165|Rush County|40400|02395705|Liebenthal city|INCORPORATED PLACE|C1|A
KS|20|165|Rush County|43700|02395062|McCracken city|INCORPORATED PLACE|C1|A
KS|20|165|Rush County|53525|02396103|Otis city|INCORPORATED PLACE|C1|A
KS|20|165|Rush County|61775|02396448|Rush Center city|INCORPORATED PLACE|C1|A
KS|20|165|Rush County|70625|02397024|Timken city|INCORPORATED PLACE|C1|A
KS|20|167|Russell County|09225|02393464|Bunker Hill city|INCORPORATED PLACE|C1|A
KS|20|167|Russell County|18325|02394550|Dorrance city|INCORPORATED PLACE|C1|A
KS|20|167|Russell County|27000|02394934|Gorham city|INCORPORATED PLACE|C1|A
KS|20|167|Russell County|43150|02395784|Lucas city|INCORPORATED PLACE|C1|A
KS|20|167|Russell County|43250|02395785|Luray city|INCORPORATED PLACE|C1|A
KS|20|167|Russell County|54325|02396140|Paradise city|INCORPORATED PLACE|C1|A
KS|20|167|Russell County|61825|00485647|Russell city|INCORPORATED PLACE|C5|A
KS|20|167|Russell County|74575|02397170|Waldo city|INCORPORATED PLACE|C1|A
KS|20|169|Saline County|02850|02394006|Assaria city|INCORPORATED PLACE|C1|A
KS|20|169|Saline County|04575|02806452|Bavaria CDP|CENSUS DESIGNATED PLACE|U1|S
KS|20|169|Saline County|08450|02806459|Bridgeport CDP|CENSUS DESIGNATED PLACE|U1|S
